,CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1_School_closing,C1_Flag,C2_Workplace_closing,C2_Flag,C3_Cancel_public_events,C3_Flag,C4_Restrictions_on_gatherings,C4_Flag,C5_Close_public_transport,C5_Flag,C6_Stay_at_home_requirements,C6_Flag,C7_Restrictions_on_internal_movement,C7_Flag,C8_International_travel_controls,E1_Income_support,E1_Flag,E2_Debt_contract_relief,E3_Fiscal_measures,E4_International_support,H1_Public_information_campaigns,H1_Flag,H2_Testing_policy,H3_Contact_tracing,H4_Emergency_investment_in_healthcare,H5_Investment_in_vaccines,H6_Facial_Coverings,H6_Flag,H7_Vaccination_policy,H7_Flag,H8_Protection_of_elderly_people,H8_Flag,M1_Wildcard,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay,Confirmed,Confirmed_Change,Deaths,Deaths_Change,Recovered,Recovered_Change,Sum of 2020%GDP,Sum of 2020,Sum of 2020 Density,2020HDI,year_month,Confirmed_per1M,Confirmed_Change_per1M,Deaths_per1M,Deaths_Change_per1M,Recovered_per1M,Recovered_Change_per1M,Confirmed_Change_per1M_30d_Rolling_Adjusted,Deaths_Change_per1M_30d_Rolling_Adjusted,Deaths_Change_per1M_30d_Rolling_Adjusted_Lagged,Confirmed_Change_per1M_30d_Rolling_Adjusted_Lagged,Confirmed_Change_30d_Rolling_Adjusted,Deaths_Change_30d_Rolling_Adjusted
0,Canada,CAN,,,NAT_TOTAL,2020-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,1,1,0.0,0.0,0,0,0,0,0,0,0,2,2,3,3,6,6,7,7,0,0,1.0,0.0,0.0,0.0,0.0,0.0,12.93967533,38007166.0,4.23922642012405,0.928,2020-01,0.0263108278054722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112760690594881,0.0,0.0
1,Canada,CAN,,,NAT_TOTAL,2020-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,1,1,0.0,0.0,0,0,0,0,0,0,0,2,2,3,3,6,6,7,7,0,0,1.0,0.0,0.0,0.0,0.0,0.0,12.93967533,38007166.0,4.23922642012405,0.928,2020-01,0.0263108278054722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009866560427052,0.0,0.0
2,Canada,CAN,,,NAT_TOTAL,2020-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,1,1,0.0,0.0,0,0,0,0,0,0,0,2,2,3,3,6,6,7,7,0,0,2.0,1.0,0.0,0.0,0.0,0.0,12.93967533,38007166.0,4.23922642012405,0.928,2020-01,0.0526216556109445,0.0263108278054722,0.0,0.0,0.0,0.0,0.0087702759351574,0.0,0.0,0.0087702759351574,0.3333333333333333,0.0
3,Canada,CAN,,,NAT_TOTAL,2020-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,1,1,0.0,0.0,0,0,0,0,0,0,0,2,2,3,3,6,6,7,7,0,0,3.0,1.0,0.0,0.0,0.0,0.0,12.93967533,38007166.0,4.23922642012405,0.928,2020-01,0.0789324834164167,0.0263108278054722,0.0,0.0,0.0,0.0,0.0131554139027361,0.0,0.0,0.0078932483416416,0.5,0.0
4,Canada,CAN,,,NAT_TOTAL,2020-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,1,1,0.0,0.0,0,0,0,0,0,0,0,2,2,3,3,6,6,7,7,0,0,3.0,0.0,0.0,0.0,0.0,0.0,12.93967533,38007166.0,4.23922642012405,0.928,2020-01,0.0789324834164167,0.0,0.0,0.0,0.0,0.0,0.0105243311221889,0.0,0.0,0.0095675737474444,0.4,0.0
5,Canada,CAN,,,NAT_TOTAL,2020-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,1,1,0.0,0.0,0,0,0,0,0,0,0,2,2,3,3,6,6,7,7,0,0,3.0,0.0,0.0,0.0,0.0,0.0,12.93967533,38007166.0,4.23922642012405,0.928,2020-01,0.0789324834164167,0.0,0.0,0.0,0.0,0.0,0.0087702759351574,0.0,0.0,0.0087702759351574,0.3333333333333333,0.0
6,Canada,CAN,,,NAT_TOTAL,2020-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,1,1,0.0,0.0,0,0,0,0,0,0,0,2,2,3,3,6,6,7,7,0,0,4.0,1.0,0.0,0.0,0.0,0.0,12.93967533,38007166.0,4.23922642012405,0.928,2020-01,0.105243311221889,0.0263108278054722,0.0,0.0,0.0,0.0,0.0112760690594881,0.0,0.0,0.012143458987141,0.42857142857142855,0.0
7,Canada,CAN,,,NAT_TOTAL,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,1,1,35.0,0.0,0,0,0,0,0,0,0,2,2,3,3,6,6,7,7,0,0,4.0,0.0,0.0,0.0,0.0,0.0,12.93967533,38007166.0,4.23922642012405,0.928,2020-02,0.105243311221889,0.0,0.0,0.0,0.0,0.0,0.009866560427052,0.0,0.0,0.0112760690594881,0.375,0.0
8,Canada,CAN,,,NAT_TOTAL,2020-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,1,1,35.0,0.0,0,0,0,0,0,0,0,2,2,3,3,6,6,7,7,0,0,4.0,0.0,0.0,0.0,0.0,0.0,12.93967533,38007166.0,4.23922642012405,0.928,2020-02,0.105243311221889,0.0,0.0,0.0,0.0,0.0,0.0087702759351574,0.0,0.0,0.0105243311221889,0.3333333333333333,0.0
9,Canada,CAN,,,NAT_TOTAL,2020-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,1,1,35.0,0.0,0,0,0,0,0,0,0,2,2,3,3,6,6,7,7,0,0,4.0,0.0,0.0,0.0,0.0,0.0,12.93967533,38007166.0,4.23922642012405,0.928,2020-02,0.105243311221889,0.0,0.0,0.0,0.0,0.0,0.0078932483416416,0.0,0.0,0.009866560427052,0.3,0.0
10,Canada,CAN,,,NAT_TOTAL,2020-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,1,1,35.0,0.0,0,0,0,0,0,0,0,2,2,3,3,6,6,7,7,0,0,5.0,1.0,0.0,0.0,0.0,0.0,12.93967533,38007166.0,4.23922642012405,0.928,2020-02,0.1315541390273613,0.0263108278054722,0.0,0.0,0.0,0.0,0.0095675737474444,0.0,0.0,0.0092861745195784,0.36363636363636365,0.0
11,Canada,CAN,,,NAT_TOTAL,2020-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,1,1,35.0,0.0,0,0,0,0,0,0,0,2,2,3,3,6,6,7,7,0,0,5.0,0.0,0.0,0.0,0.0,0.0,12.93967533,38007166.0,4.23922642012405,0.928,2020-02,0.1315541390273613,0.0,0.0,0.0,0.0,0.0,0.0087702759351574,0.0,0.0,0.0087702759351574,0.3333333333333333,0.0
