,ID,Updated,Confirmed,Confirmed_Change,ISO3
1387,19311203,2020-05-20,227364,665,ITA
1388,19906026,2020-05-21,228006,642,ITA
1389,20498624,2020-05-22,228658,652,ITA
1390,21058199,2020-05-23,229327,669,ITA
1391,21620779,2020-05-24,229858,531,ITA
1392,22143432,2020-05-25,230158,300,ITA
1393,22708837,2020-05-26,230555,397,ITA
1394,23285344,2020-05-27,231139,584,ITA
1395,23801937,2020-05-28,231732,593,ITA
1396,24343245,2020-05-29,232248,516,ITA
1397,24874300,2020-05-30,232664,416,ITA
1398,25495727,2020-05-31,232997,333,ITA
1399,25938228,2020-06-01,233197,200,ITA
1400,26461996,2020-06-02,233515,318,ITA
1401,27009142,2020-06-03,233836,321,ITA
1402,27571176,2020-06-04,234013,177,ITA
1403,28126474,2020-06-05,234531,518,ITA
1404,28678148,2020-06-06,234801,270,ITA
1405,29183627,2020-06-07,234998,197,ITA
1406,29703945,2020-06-08,235278,280,ITA
1407,30205965,2020-06-09,235561,283,ITA
1408,30861244,2020-06-10,235763,202,ITA
1409,31454564,2020-06-11,236142,379,ITA
1410,32035762,2020-06-12,236305,163,ITA
1411,32609087,2020-06-13,236651,346,ITA
1412,32970188,2020-06-14,236989,338,ITA
1413,33635593,2020-06-15,237290,301,ITA
1414,34278556,2020-06-16,237500,210,ITA
1415,34785042,2020-06-17,237828,328,ITA
1416,35408488,2020-06-18,238159,331,ITA
1417,35910667,2020-06-19,238217,58,ITA
1418,36488679,2020-06-20,238275,58,ITA
1419,37098167,2020-06-21,238499,224,ITA
1420,37827352,2020-06-22,238720,221,ITA
1421,38331192,2020-06-23,238833,113,ITA
1422,38881010,2020-06-24,239410,577,ITA
1423,39236563,2020-06-25,239706,296,ITA
1424,39236564,2020-06-26,239961,255,ITA
1425,39236565,2020-06-27,240136,175,ITA
1426,39236566,2020-06-28,240310,174,ITA
1427,40388538,2020-06-29,240436,126,ITA
1428,40703228,2020-06-30,240578,142,ITA
1429,41056716,2020-07-01,240760,182,ITA
1430,41385944,2020-07-02,240961,201,ITA
1431,41710163,2020-07-03,241184,223,ITA
1432,42014364,2020-07-04,241419,235,ITA
1433,42321641,2020-07-05,241611,192,ITA
1434,42633379,2020-07-06,241819,208,ITA
1435,42633381,2020-07-07,241956,137,ITA
1436,43361537,2020-07-08,242149,193,ITA
1437,43757323,2020-07-09,242363,214,ITA
1438,44122267,2020-07-10,242639,276,ITA
1439,44502938,2020-07-11,242827,188,ITA
1440,44912872,2020-07-12,243061,234,ITA
1441,45209464,2020-07-13,243230,169,ITA
1442,45472361,2020-07-14,243344,114,ITA
1443,45836250,2020-07-15,243506,162,ITA
1444,46146890,2020-07-16,243736,230,ITA
1445,46462080,2020-07-17,243967,231,ITA
1446,46807330,2020-07-18,244216,249,ITA
1447,47140354,2020-07-19,244434,218,ITA
1448,47469189,2020-07-20,244624,190,ITA
1449,47805005,2020-07-21,244752,128,ITA
1450,48112212,2020-07-22,245032,280,ITA
1451,48435880,2020-07-23,245338,306,ITA
1452,48767210,2020-07-24,245590,252,ITA
1453,49096700,2020-07-25,245864,274,ITA
1454,49396888,2020-07-26,246118,254,ITA
1455,49738410,2020-07-27,246286,168,ITA
1456,50059162,2020-07-28,246488,202,ITA
1457,50313632,2020-07-29,246776,288,ITA
1458,50623678,2020-07-30,247158,382,ITA
1459,50956239,2020-07-31,247537,379,ITA
1460,51301927,2020-08-01,247832,295,ITA
1461,51634456,2020-08-02,248070,238,ITA
1462,51937624,2020-08-03,248229,159,ITA
1463,52255006,2020-08-04,248419,190,ITA
1464,52575579,2020-08-05,248803,384,ITA
1465,52890470,2020-08-06,249204,401,ITA
1466,53208663,2020-08-07,249756,552,ITA
1467,53523361,2020-08-08,250103,347,ITA
1468,53941997,2020-08-09,250566,463,ITA
1469,54181539,2020-08-10,250825,259,ITA
1470,54509393,2020-08-11,251237,412,ITA
1471,54904047,2020-08-12,251713,476,ITA
1472,55170631,2020-08-13,252235,522,ITA
1473,55483043,2020-08-14,252809,574,ITA
1474,55805419,2020-08-15,253438,629,ITA
1475,56144582,2020-08-16,253915,477,ITA
1476,56474458,2020-08-17,254235,320,ITA
1477,56797631,2020-08-18,254636,401,ITA
1478,56797632,2020-08-19,255278,642,ITA
1479,56797633,2020-08-20,256118,840,ITA
1480,57848457,2020-08-21,257065,947,ITA
1481,58086699,2020-08-22,258136,1071,ITA
1482,58455298,2020-08-23,259345,1209,ITA
1483,58690076,2020-08-24,260298,953,ITA
1484,58998760,2020-08-25,261174,876,ITA
1485,59266534,2020-08-26,262540,1366,ITA
1486,59533155,2020-08-27,263949,1409,ITA
1487,59873844,2020-08-28,265409,1460,ITA
1488,60244010,2020-08-29,266853,1444,ITA
1489,60558867,2020-08-30,268218,1365,ITA
1490,60876642,2020-08-31,269214,996,ITA
1491,60876652,2020-09-01,270189,975,ITA
1492,61478453,2020-09-02,271515,1326,ITA
1493,61788215,2020-09-03,272912,1397,ITA
1494,61788225,2020-09-04,274644,1732,ITA
1495,62175218,2020-09-05,276338,1694,ITA
1496,62583207,2020-09-06,277634,1296,ITA
1497,62956087,2020-09-07,278784,1150,ITA
1498,63295211,2020-09-08,280153,1369,ITA
1499,63633678,2020-09-09,281583,1430,ITA
1500,63967040,2020-09-10,283180,1597,ITA
1501,64312688,2020-09-11,284796,1616,ITA
1502,64677230,2020-09-12,286297,1501,ITA
1503,65078483,2020-09-13,287753,1456,ITA
1504,65473753,2020-09-14,288761,1008,ITA
1505,65867953,2020-09-15,289990,1229,ITA
1506,66246650,2020-09-16,291442,1452,ITA
1507,66634650,2020-09-17,293025,1583,ITA
1508,67044926,2020-09-18,294932,1907,ITA
1509,67437962,2020-09-19,296569,1637,ITA
1510,67813548,2020-09-20,298156,1587,ITA
1511,68157104,2020-09-21,299506,1350,ITA
1512,68510492,2020-09-22,300897,1391,ITA
1513,68868457,2020-09-23,302537,1640,ITA
1514,69262665,2020-09-24,304323,1786,ITA
1515,69671927,2020-09-25,306235,1912,ITA
1516,70082917,2020-09-26,308104,1869,ITA
1517,70483139,2020-09-27,309870,1766,ITA
1518,70885368,2020-09-28,311364,1494,ITA
1519,71273253,2020-09-29,313011,1647,ITA
1520,71676989,2020-09-30,314861,1850,ITA
1521,72085516,2020-10-01,317409,2548,ITA
1522,72476661,2020-10-02,319908,2499,ITA
1523,72882267,2020-10-03,322751,2843,ITA
1524,73275643,2020-10-04,325329,2578,ITA
1525,73696401,2020-10-05,327586,2257,ITA
1526,74082306,2020-10-06,330263,2677,ITA
1527,74437377,2020-10-07,333940,3677,ITA
1528,74782259,2020-10-08,338398,4458,ITA
1529,75141186,2020-10-09,343770,5372,ITA
1530,75477111,2020-10-10,349494,5724,ITA
1531,75848916,2020-10-11,354950,5456,ITA
1532,76233175,2020-10-12,359569,4619,ITA
1533,76540855,2020-10-13,365467,5898,ITA
1534,76897851,2020-10-14,372799,7332,ITA
1535,77241877,2020-10-15,381602,8803,ITA
1536,77609283,2020-10-16,391611,10009,ITA
1537,77959675,2020-10-17,402536,10925,ITA
1538,78316450,2020-10-18,414241,11705,ITA
1539,78665605,2020-10-19,423578,9337,ITA
1540,78960984,2020-10-20,434449,10871,ITA
1541,79300331,2020-10-21,449648,15199,ITA
1542,79642314,2020-10-22,465726,16078,ITA
1543,80002944,2020-10-23,484869,19143,ITA
1544,80349671,2020-10-24,504509,19640,ITA
1545,80705667,2020-10-25,525782,21273,ITA
1546,81000292,2020-10-26,542789,17007,ITA
1547,81290497,2020-10-27,564778,21989,ITA
1548,81600033,2020-10-28,589766,24988,ITA
1549,81922567,2020-10-29,616595,26829,ITA
1550,82266412,2020-10-30,647674,31079,ITA
1551,82584531,2020-10-31,679430,31756,ITA
1552,82912057,2020-11-01,709335,29905,ITA
1553,83225218,2020-11-02,731588,22253,ITA
1554,83485709,2020-11-03,759829,28241,ITA
1555,83816537,2020-11-04,790377,30548,ITA
1556,84131443,2020-11-05,824879,34502,ITA
1557,84446237,2020-11-06,862681,37802,ITA
1558,84744808,2020-11-07,902490,39809,ITA
1559,85073131,2020-11-08,935104,32614,ITA
1560,85405218,2020-11-09,960373,25269,ITA
1561,85706969,2020-11-10,995463,35090,ITA
1562,85706972,2020-11-11,1028424,32961,ITA
1563,86295019,2020-11-12,1066401,37977,ITA
1564,86604808,2020-11-13,1107303,40902,ITA
1565,86964544,2020-11-14,1144552,37249,ITA
1566,87241794,2020-11-15,1178529,33977,ITA
1567,87559166,2020-11-16,1205881,27352,ITA
1568,87832424,2020-11-17,1238072,32191,ITA
1569,88113033,2020-11-18,1272352,34280,ITA
1570,88360812,2020-11-19,1308528,36176,ITA
1571,88640387,2020-11-20,1345767,37239,ITA
1572,88972618,2020-11-21,1380531,34764,ITA
1573,89199360,2020-11-22,1408868,28337,ITA
1574,89466696,2020-11-23,1431795,22927,ITA
1575,89690558,2020-11-24,1455022,23227,ITA
1576,89970970,2020-11-25,1480874,25852,ITA
1577,90207808,2020-11-26,1509875,29001,ITA
1578,90564558,2020-11-27,1538217,28342,ITA
1579,90928130,2020-11-28,1564532,26315,ITA
1580,91273154,2020-11-29,1585178,20646,ITA
1581,91627592,2020-11-30,1601554,16376,ITA
1582,91914493,2020-12-01,1620901,19347,ITA
1583,92315592,2020-12-02,1641610,20709,ITA
1584,92717963,2020-12-03,1664829,23219,ITA
1585,93090269,2020-12-04,1688939,24110,ITA
1586,93478666,2020-12-05,1709991,21052,ITA
1587,93759668,2020-12-06,1728878,18887,ITA
1588,94088366,2020-12-07,1742557,13679,ITA
1589,94457881,2020-12-08,1757394,14837,ITA
1590,94778588,2020-12-09,1770149,12755,ITA
1591,95048895,2020-12-10,1787147,16998,ITA
1592,95408013,2020-12-11,1805873,18726,ITA
1593,95786402,2020-12-12,1825775,19902,ITA
1594,96125884,2020-12-13,1843712,17937,ITA
1595,96422558,2020-12-14,1855737,12025,ITA
1596,96767613,2020-12-15,1870576,14839,ITA
1597,97112997,2020-12-16,1888144,17568,ITA
1598,97453539,2020-12-17,1906377,18233,ITA
1599,97813282,2020-12-18,1921778,15401,ITA
1600,98187768,2020-12-19,1938083,16305,ITA
1601,98510499,2020-12-20,1953185,15102,ITA
1602,98856780,2020-12-21,1964054,10869,ITA
1603,99247463,2020-12-22,1977370,13316,ITA
1604,99632930,2020-12-23,1991278,13908,ITA
1605,100006304,2020-12-24,2009317,18039,ITA
1606,100363725,2020-12-25,2028354,19037,ITA
1607,100738475,2020-12-26,2038759,10405,ITA
1608,101088292,2020-12-27,2047696,8937,ITA
1609,101495516,2020-12-28,2056277,8581,ITA
1610,101929970,2020-12-29,2067487,11210,ITA
1611,102357962,2020-12-30,2083689,16202,ITA
1612,102743434,2020-12-31,2107166,23477,ITA
1613,103110261,2021-01-01,2129376,22210,ITA
1614,103481382,2021-01-02,2141201,11825,ITA
1615,103807682,2021-01-03,2155446,14245,ITA
1616,104173056,2021-01-04,2166244,10798,ITA
1617,104522019,2021-01-05,2181619,15375,ITA
1618,104899561,2021-01-06,2201945,20326,ITA
1619,105253927,2021-01-07,2220361,18416,ITA
1620,105660497,2021-01-08,2237890,17529,ITA
1621,106068975,2021-01-09,2257866,19976,ITA
1622,106451494,2021-01-10,2276491,18625,ITA
1623,106860273,2021-01-11,2289021,12530,ITA
1624,107238025,2021-01-12,2303263,14242,ITA
1625,107603564,2021-01-13,2319036,15773,ITA
1626,107979662,2021-01-14,2336279,17243,ITA
1627,108296719,2021-01-15,2351466,15187,ITA
1628,108646630,2021-01-16,2366912,15446,ITA
1629,108959308,2021-01-17,2381277,14365,ITA
1630,109309134,2021-01-18,2390102,8825,ITA
1631,109658533,2021-01-19,2400598,10496,ITA
1632,109658550,2021-01-20,2414166,13568,ITA
1633,109658563,2021-01-21,2428221,14055,ITA
1634,109658579,2021-01-22,2441854,13633,ITA
1635,109658601,2021-01-23,2455185,13331,ITA
1636,109658608,2021-01-24,2466813,11628,ITA
1637,109658611,2021-01-25,2475372,8559,ITA
1638,110126978,2021-01-26,2485956,10584,ITA
1639,110452045,2021-01-27,2501147,15191,ITA
1640,110763562,2021-01-28,2515507,14360,ITA
1641,111087678,2021-01-29,2529070,13563,ITA
1642,111389117,2021-01-30,2541783,12713,ITA
1643,111713750,2021-01-31,2553032,11249,ITA
1644,112003830,2021-02-01,2560957,7925,ITA
1645,112324087,2021-02-02,2570608,9651,ITA
1646,112630935,2021-02-03,2583790,13182,ITA
1647,112947662,2021-02-04,2590618,6828,ITA
1648,113273095,2021-02-05,2597446,6828,ITA
1649,113585241,2021-02-06,2625098,27652,ITA
1650,113889506,2021-02-07,2636738,11640,ITA
1651,114215791,2021-02-08,2644707,7969,ITA
1652,114523606,2021-02-09,2655319,10612,ITA
1653,114832383,2021-02-10,2668266,12947,ITA
1654,115125964,2021-02-11,2682781,14515,ITA
1655,115544483,2021-02-12,2697296,14515,ITA
1656,116187268,2021-02-13,2710819,13523,ITA
1657,116822903,2021-02-14,2721879,11060,ITA
1658,117418290,2021-02-15,2729223,7344,ITA
1659,118018307,2021-02-16,2740440,11217,ITA
1660,118341525,2021-02-17,2751657,11217,ITA
1661,118652424,2021-02-18,2765412,13755,ITA
1662,118828262,2021-02-19,2780882,15470,ITA
1663,119988919,2021-02-20,2795796,14914,ITA
1664,120188140,2021-02-21,2809246,13450,ITA
1665,120330848,2021-02-22,2818863,9617,ITA
1666,120500967,2021-02-23,2832162,13299,ITA
1667,120653990,2021-02-24,2848564,16402,ITA
1668,120805597,2021-02-25,2868435,19871,ITA
1669,120984803,2021-02-26,2888923,20488,ITA
1670,121143379,2021-02-27,2907825,18902,ITA
1671,121321314,2021-02-28,2925265,17440,ITA
1672,121473429,2021-03-01,2938371,13106,ITA
1673,121618172,2021-03-02,2955434,17063,ITA
1674,121770364,2021-03-03,2976274,20840,ITA
1675,121936926,2021-03-04,2999119,22845,ITA
1676,122079414,2021-03-05,3023129,24010,ITA
1677,122207155,2021-03-06,3046762,23633,ITA
1678,122484294,2021-03-07,3067486,20724,ITA
1679,122711077,2021-03-08,3081368,13882,ITA
1680,122912017,2021-03-09,3101093,19725,ITA
1681,123105406,2021-03-10,3123368,22275,ITA
1682,123297249,2021-03-11,3149017,25649,ITA
1683,123462172,2021-03-12,3175807,26790,ITA
1684,123570613,2021-03-13,3201838,26031,ITA
1685,123704154,2021-03-14,3223142,21304,ITA
1686,123838835,2021-03-15,3238394,15252,ITA
1687,123966766,2021-03-16,3258770,20376,ITA
1688,123966768,2021-03-17,3281810,23040,ITA
1689,123966770,2021-03-18,3306711,24901,ITA
1690,123838841,2021-03-19,3332418,25707,ITA
1691,123966832,2021-03-20,3356331,23913,ITA
1692,123966834,2021-03-21,3376376,20045,ITA
1693,123966836,2021-03-22,3400877,24501,ITA
1694,124072971,2021-03-23,3408772,7895,ITA
1695,124091107,2021-03-24,3419616,10844,ITA
1696,124094261,2021-03-25,3440862,21246,ITA
1697,7163272,2020-01-21,1,0,JPN
1698,7163274,2020-01-22,1,0,JPN
1699,7163277,2020-01-23,1,0,JPN
1700,7163279,2020-01-24,3,2,JPN
1701,7163283,2020-01-25,3,0,JPN
1702,7163287,2020-01-26,4,1,JPN
1703,7163292,2020-01-27,6,2,JPN
1704,7163295,2020-01-28,7,1,JPN
1705,7163299,2020-01-29,11,4,JPN
1706,7163303,2020-01-30,14,3,JPN
1707,7163305,2020-01-31,17,3,JPN
1708,7163309,2020-02-01,20,3,JPN
1709,7163313,2020-02-02,20,0,JPN
1710,7163317,2020-02-03,20,0,JPN
1711,7163320,2020-02-04,23,3,JPN
1712,7163323,2020-02-05,25,2,JPN
1713,7163327,2020-02-06,25,0,JPN
1714,7163331,2020-02-07,25,0,JPN
1715,7163336,2020-02-08,26,1,JPN
1716,7163340,2020-02-09,26,0,JPN
1717,7163344,2020-02-10,26,0,JPN
1718,7163345,2020-02-11,26,0,JPN
1719,7163348,2020-02-12,28,2,JPN
1720,7163351,2020-02-13,33,5,JPN
1721,7163355,2020-02-14,41,8,JPN
1722,7163359,2020-02-15,53,12,JPN
1723,7163363,2020-02-16,59,6,JPN
1724,7163367,2020-02-17,65,6,JPN
1725,7163372,2020-02-18,73,8,JPN
1726,7163376,2020-02-19,85,12,JPN
1727,7163380,2020-02-20,93,8,JPN
1728,7163384,2020-02-21,105,12,JPN
1729,7163387,2020-02-22,132,27,JPN
1730,7163390,2020-02-23,144,12,JPN
1731,7163394,2020-02-24,157,13,JPN
1732,7163399,2020-02-25,164,7,JPN
1733,7163401,2020-02-26,186,22,JPN
1734,7163405,2020-02-27,210,24,JPN
1735,7163409,2020-02-28,230,20,JPN
1736,7163413,2020-02-29,239,9,JPN
1737,7163418,2020-03-01,254,15,JPN
1738,7163422,2020-03-02,268,14,JPN
1739,7163426,2020-03-03,284,16,JPN
1740,7163430,2020-03-04,317,33,JPN
1741,7163435,2020-03-05,349,32,JPN
1742,7163439,2020-03-06,408,59,JPN
1743,7163440,2020-03-07,455,47,JPN
1744,7163444,2020-03-08,488,33,JPN
1745,7163448,2020-03-09,514,26,JPN
1746,7163453,2020-03-10,568,54,JPN
1747,7163459,2020-03-11,620,52,JPN
1748,7163462,2020-03-12,675,55,JPN
1749,7163465,2020-03-13,716,41,JPN
1750,7163468,2020-03-14,780,64,JPN
1751,7163473,2020-03-15,814,34,JPN
1752,7163477,2020-03-16,829,15,JPN
1753,7163481,2020-03-17,873,44,JPN
1754,7163484,2020-03-18,914,41,JPN
1755,7163488,2020-03-19,950,36,JPN
1756,7163492,2020-03-20,1007,57,JPN
1757,7163496,2020-03-21,1054,47,JPN
1758,7163500,2020-03-22,1086,32,JPN
1759,7163503,2020-03-23,1128,42,JPN
1760,7163507,2020-03-24,1193,65,JPN
1761,7163511,2020-03-25,1291,98,JPN
1762,7163516,2020-03-26,1387,96,JPN
1763,7163519,2020-03-27,1499,112,JPN
1764,7163523,2020-03-28,1693,194,JPN
1765,7163527,2020-03-29,1866,173,JPN
1766,7163531,2020-03-30,1953,87,JPN
1767,7163536,2020-03-31,2178,225,JPN
1768,7163539,2020-04-01,2384,206,JPN
1769,7163542,2020-04-02,2617,233,JPN
1770,7163545,2020-04-03,2920,303,JPN
1771,7163548,2020-04-04,3271,351,JPN
1772,7163552,2020-04-05,3654,383,JPN
1773,7163576,2020-04-06,3906,252,JPN
1774,7163579,2020-04-07,4257,351,JPN
1775,7163582,2020-04-08,4768,511,JPN
1776,7163585,2020-04-09,5347,579,JPN
1777,7163587,2020-04-10,6005,658,JPN
1778,7163591,2020-04-11,6748,743,JPN
1779,7163594,2020-04-12,7255,507,JPN
1780,7163596,2020-04-13,7645,390,JPN
1781,7163599,2020-04-14,8100,455,JPN
1782,7163602,2020-04-15,8582,482,JPN
1783,7163606,2020-04-16,9167,585,JPN
1784,7163609,2020-04-17,9795,628,JPN
1785,7163612,2020-04-18,10361,566,JPN
1786,7163615,2020-04-19,10751,390,JPN
1787,7163618,2020-04-20,11119,368,JPN
1788,7163622,2020-04-21,11496,377,JPN
1789,7163625,2020-04-22,11919,423,JPN
1790,7324595,2020-04-23,12388,469,JPN
1791,7720387,2020-04-24,12829,441,JPN
1792,8279645,2020-04-25,13182,353,JPN
1793,8684901,2020-04-26,13385,203,JPN
1794,9138864,2020-04-27,13576,191,JPN
1795,9138865,2020-04-28,13852,276,JPN
1796,9138867,2020-04-29,14088,236,JPN
1797,9138869,2020-04-30,14281,193,JPN
1798,9138872,2020-05-01,14544,263,JPN
1799,9138874,2020-05-02,14839,295,JPN
1800,11723349,2020-05-03,15057,218,JPN
1801,12625620,2020-05-04,15231,174,JPN
1802,12926821,2020-05-05,15354,123,JPN
1803,13334621,2020-05-06,15463,109,JPN
1804,13800935,2020-05-07,15547,84,JPN
1805,14237019,2020-05-08,15628,81,JPN
1806,14670366,2020-05-09,15747,119,JPN
1807,15128289,2020-05-10,15798,51,JPN
1808,15128292,2020-05-11,15874,76,JPN
1809,15933774,2020-05-12,16024,150,JPN
1810,16346072,2020-05-13,16079,55,JPN
1811,16808040,2020-05-14,16193,114,JPN
1812,17267738,2020-05-15,16237,44,JPN
1813,17652085,2020-05-16,16285,48,JPN
1814,18112562,2020-05-17,16305,20,JPN
1815,18495321,2020-05-18,16365,60,JPN
1816,18892567,2020-05-19,16385,20,JPN
1817,19264868,2020-05-20,16424,39,JPN
1818,19264869,2020-05-21,16513,89,JPN
1819,20423071,2020-05-22,16536,23,JPN
1820,20965633,2020-05-23,16550,14,JPN
1821,20965635,2020-05-24,16581,31,JPN
1822,20965637,2020-05-25,16623,42,JPN
1823,22769571,2020-05-26,16637,14,JPN
1824,22769573,2020-05-27,16651,14,JPN
1825,22769574,2020-05-28,16683,32,JPN
1826,24311737,2020-05-29,16719,36,JPN
1827,24311740,2020-05-30,16804,85,JPN
1828,24311743,2020-05-31,16851,47,JPN
1829,25836699,2020-06-01,16884,33,JPN
1830,25836700,2020-06-02,16930,46,JPN
1831,27016157,2020-06-03,16986,56,JPN
1832,27016158,2020-06-04,17018,32,JPN
1833,27016160,2020-06-05,17064,46,JPN
1834,27016161,2020-06-06,17103,39,JPN
1835,27016162,2020-06-07,17141,38,JPN
1836,27016163,2020-06-08,17174,33,JPN
1837,27209348,2020-06-09,17210,36,JPN
1838,27756871,2020-06-10,17251,41,JPN
1839,28323776,2020-06-11,17292,41,JPN
1840,28864938,2020-06-12,17332,40,JPN
1841,32282945,2020-06-13,17382,50,JPN
1842,32282946,2020-06-14,17429,47,JPN
1843,32282947,2020-06-15,17502,73,JPN
1844,32282948,2020-06-16,17587,85,JPN
1845,32282949,2020-06-17,17628,41,JPN
1846,32282950,2020-06-18,17668,40,JPN
1847,32282951,2020-06-19,17740,72,JPN
1848,33486142,2020-06-20,17799,59,JPN
1849,33780306,2020-06-21,17831,32,JPN
1850,34412049,2020-06-22,17864,33,JPN
1851,34940402,2020-06-23,17968,104,JPN
1852,38785009,2020-06-24,18024,56,JPN
1853,39281570,2020-06-25,18110,86,JPN
1854,39281571,2020-06-26,18197,87,JPN
1855,39281572,2020-06-27,18297,100,JPN
1856,39281573,2020-06-28,18390,93,JPN
1857,40341845,2020-06-29,18476,86,JPN
1858,40341846,2020-06-30,18593,117,JPN
1859,41062909,2020-07-01,18723,130,JPN
1860,41062910,2020-07-02,18874,151,JPN
1861,41675120,2020-07-03,19068,194,JPN
1862,41998175,2020-07-04,19282,214,JPN
1863,41998178,2020-07-05,19522,240,JPN
1864,42615145,2020-07-06,19775,253,JPN
1865,42615153,2020-07-07,19981,206,JPN
1866,43237782,2020-07-08,20174,193,JPN
1867,43237784,2020-07-09,20371,197,JPN
1868,44122774,2020-07-10,20719,348,JPN
1869,44122775,2020-07-11,21129,410,JPN
1870,44849670,2020-07-12,21502,373,JPN
1871,44849672,2020-07-13,21868,366,JPN
1872,44849674,2020-07-14,22220,352,JPN
1873,45837241,2020-07-15,22508,288,JPN
1874,45837243,2020-07-16,22890,382,JPN
1875,46391851,2020-07-17,23473,583,JPN
1876,46391852,2020-07-18,24132,659,JPN
1877,47147244,2020-07-19,24642,510,JPN
1878,47147245,2020-07-20,25096,454,JPN
1879,47751746,2020-07-21,25736,640,JPN
1880,47751748,2020-07-22,26303,567,JPN
1881,48365770,2020-07-23,27029,726,JPN
1882,48365772,2020-07-24,27956,927,JPN
1883,49082483,2020-07-25,28786,830,JPN
1884,49082484,2020-07-26,29382,596,JPN
1885,49613195,2020-07-27,29989,607,JPN
1886,49613196,2020-07-28,30961,972,JPN
1887,50303132,2020-07-29,31901,940,JPN
1888,50303135,2020-07-30,33049,1148,JPN
1889,50927020,2020-07-31,34372,1323,JPN
1890,50927023,2020-08-01,35836,1464,JPN
1891,51594958,2020-08-02,36689,853,JPN
1892,51594959,2020-08-03,38687,1998,JPN
1893,51594961,2020-08-04,39858,1171,JPN
1894,52539582,2020-08-05,41129,1271,JPN
1895,52539583,2020-08-06,42263,1134,JPN
1896,53177281,2020-08-07,43815,1552,JPN
1897,53177282,2020-08-08,45439,1624,JPN
1898,53877951,2020-08-09,46783,1344,JPN
1899,53877952,2020-08-10,47990,1207,JPN
1900,53877953,2020-08-11,48928,938,JPN
1901,54775651,2020-08-12,50210,1282,JPN
1902,54775653,2020-08-13,51147,937,JPN
1903,55417788,2020-08-14,52217,1070,JPN
1904,55417789,2020-08-15,53577,1360,JPN
1905,56251208,2020-08-16,54714,1137,JPN
1906,56251212,2020-08-17,55667,953,JPN
1907,56811454,2020-08-18,56685,1018,JPN
1908,56811456,2020-08-19,57550,865,JPN
1909,56811459,2020-08-20,58501,951,JPN
1910,57849037,2020-08-21,59721,1220,JPN
1911,58031587,2020-08-22,60733,1012,JPN
1912,58360426,2020-08-23,61747,1014,JPN
1913,58612179,2020-08-24,62507,760,JPN
1914,58934137,2020-08-25,63121,614,JPN
1915,59188625,2020-08-26,63822,701,JPN
1916,59456943,2020-08-27,64668,846,JPN
1917,59778282,2020-08-28,65573,905,JPN
1918,60125477,2020-08-29,66423,850,JPN
1919,60467930,2020-08-30,67264,841,JPN
1920,60832833,2020-08-31,67865,601,JPN
1921,61105182,2020-09-01,68392,527,JPN
1922,61399212,2020-09-02,69001,609,JPN
1923,61695709,2020-09-03,69599,598,JPN
1924,61695710,2020-09-04,70268,669,JPN
1925,62092282,2020-09-05,70876,608,JPN
1926,62485492,2020-09-06,71419,543,JPN
1927,63014446,2020-09-07,71856,437,JPN
1928,63191721,2020-09-08,72234,378,JPN
1929,63507178,2020-09-09,72726,492,JPN
1930,63853011,2020-09-10,73221,495,JPN
1931,64227773,2020-09-11,73901,680,JPN
1932,64561541,2020-09-12,74544,643,JPN
1933,64968966,2020-09-13,75218,674,JPN
1934,65381668,2020-09-14,75657,439,JPN
1935,65765106,2020-09-15,75958,301,JPN
1936,66135610,2020-09-16,76448,490,JPN
1937,66135611,2020-09-17,77009,561,JPN
1938,66963045,2020-09-18,77494,485,JPN
1939,67322909,2020-09-19,78073,579,JPN
1940,67725143,2020-09-20,78657,584,JPN
1941,68084741,2020-09-21,79140,483,JPN
1942,68408094,2020-09-22,79438,298,JPN
1943,68769488,2020-09-23,79768,330,JPN
1944,69145863,2020-09-24,80041,273,JPN
1945,69564529,2020-09-25,80497,456,JPN
1946,69956488,2020-09-26,81055,558,JPN
1947,70366424,2020-09-27,81690,635,JPN
1948,70767007,2020-09-28,82131,441,JPN
1949,71219650,2020-09-29,82494,363,JPN
1950,71546626,2020-09-30,83010,516,JPN
1951,71969491,2020-10-01,83563,553,JPN
1952,72359899,2020-10-02,84215,652,JPN
1953,72776603,2020-10-03,84768,553,JPN
1954,73166612,2020-10-04,85339,571,JPN
1955,73576040,2020-10-05,85739,400,JPN
1956,73975764,2020-10-06,86047,308,JPN
1957,74345969,2020-10-07,86543,496,JPN
1958,74689857,2020-10-08,87020,477,JPN
1959,75042708,2020-10-09,87639,619,JPN
1960,75396901,2020-10-10,88233,594,JPN
1961,75745194,2020-10-11,88912,679,JPN
1962,76118256,2020-10-12,89347,435,JPN
1963,76464215,2020-10-13,89673,326,JPN
1964,76787553,2020-10-14,90140,467,JPN
1965,77142009,2020-10-15,90710,570,JPN
1966,77502898,2020-10-16,91431,721,JPN
1967,77858388,2020-10-17,92063,632,JPN
1968,78209779,2020-10-18,92656,593,JPN
1969,78554324,2020-10-19,93217,561,JPN
1970,78864393,2020-10-20,93480,263,JPN
1971,79194940,2020-10-21,93933,453,JPN
1972,79523133,2020-10-22,94524,591,JPN
1973,79879269,2020-10-23,95138,614,JPN
1974,80243849,2020-10-24,95835,697,JPN
1975,80581510,2020-10-25,96534,699,JPN
1976,80910785,2020-10-26,97074,540,JPN
1977,81190667,2020-10-27,97498,424,JPN
1978,81495739,2020-10-28,98116,618,JPN
1979,81810962,2020-10-29,98852,736,JPN
1980,82152172,2020-10-30,99622,770,JPN
